# input text | point_count overlap_count [t/x/y/z lo hi bits contact left_order right_order] [overlap endpoints bits]
sphere_power_5_0 sphere:B 5 6 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 6 1 6 | 1 0 3febdb8cdadbe120 3febdb8cdadbe121 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
sphere_power_8_0 sphere:B 8 9 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 9 1 9 | 1 0 3fed5818dcfba487 3fed5818dcfba488 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
sphere_power_13_0 sphere:B 13 14 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 14 1 14 | 1 0 3fee56a6a7c51c5d 3fee56a6a7c51c5e 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
sphere_power_25_0 sphere:B 25 26 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 26 1 26 | 1 0 3fef1ffd44adb52c 3fef1ffd44adb52d 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
sphere_rational_space_0 sphere:B 3 4 2 0 0 0 0 0 1 1 0 0 -2 0 -1 1 2 3 1 2 -2 -1 2 0.5 2 0 -1 1 0 4 1 4 | 0 0
sphere_partial_overlap_0 sphere:S 2 5 3 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 2 -1 1 0 1 -2 0 0 1 0 3 1 2 2 3 | 0 1 0000000000000000 3ff0000000000000
sphere_partial_overlap_0_trim sphere:ST 2 5 3 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 2 -1 1 0 1 -2 0 0 1 0 3 1 2 2 3 0.25 0.75 | 0 1 3fd0000000000000 3fd0000000000000 3fe8000000000000 3fe8000000000000
sphere_corner_0 sphere:S 1 3 3 0 0 0 0 0 1 1 0 0 -2 0 0 1 -1 0 0 1 -2 1 0 1 0 2 1 1 2 2 | 1 0 3ff0000000000000 3ff0000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 T 1 1
sphere_unclamped_0 sphere:S 2 5 8 0 0 0 0 0 1 1 0 0 -2 0 0 1 0 1 1 2 2 0 0 1 0 -1 -1 3 -2 0 0 1 -2 1 -1 1 0 1 1 1 2 1 3 1 4 1 5 1 | 0 0
sphere_periodic_0 sphere:P 1 4 5 0 0 0 0 0 1 1 0 0 -2 0 0 1 0 0 0 1 2 0 0 1 0 0 0 1 0 1 1 1 2 1 3 1 4 1 | 4 0 3fe0000000000000 3fe0000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 3ff8000000000000 3ff8000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 4004000000000000 4004000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 400c000000000000 400c000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
sphere_periodic_0_trim sphere:PT 1 4 5 0 0 0 0 0 1 1 0 0 -2 0 0 1 0 0 0 1 2 0 0 1 0 0 0 1 0 1 1 1 2 1 3 1 4 1 3.5 8.5 | 6 0 400c000000000000 400c000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 B 0 1 4012000000000000 4012000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 4016000000000000 4016000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 401a000000000000 401a000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 401e000000000000 401e000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 4021000000000000 4021000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 B 1 0
sphere_secant_1 sphere:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -3.25 5 1 0 2 1 2 | 2 0 3fd0000000000000 3fd0000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1 3fe8000000000000 3fe8000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_secant_1_trim sphere:BT 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -3.25 5 1 0 2 1 2 0.25 0.75 | 2 0 3fd0000000000000 3fd0000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 B 0 1 3fe8000000000000 3fe8000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 B 1 0
sphere_tangent_1 sphere:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5.125 1 2 -3.25 5.125 1 0 2 1 2 | 1 0 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 c008000000000000 c008000000000000 4014800000000000 4014800000000000 T 2 2
sphere_tangent_1_trim sphere:BT 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5.125 1 2 -3.25 5.125 1 0 2 1 2 0.25 0.75 | 1 0 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 c008000000000000 c008000000000000 4014800000000000 4014800000000000 T 2 2
sphere_outside_1 sphere:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5.25 1 2 -3.25 5.25 1 0 2 1 2 | 0 0
sphere_inside_1 sphere:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.9375 5 1 2 -3.0625 5 1 0 2 1 2 | 0 0
sphere_constant_1 sphere:B 2 3 2 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5 1 2 -3.125 5 1 0 3 1 3 | 0 1 0000000000000000 3ff0000000000000
sphere_rational_arc_1 sphere:B 2 3 2 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5.125 1 2 -3 5.125 2 0 3 1 3 | 0 1 0000000000000000 3ff0000000000000
sphere_rational_arc_1_trim sphere:BT 2 3 2 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5.125 1 2 -3 5.125 2 0 3 1 3 0.25 0.75 | 0 1 3fd0000000000000 3fd0000000000000 3fe8000000000000 3fe8000000000000
sphere_generator_1 sphere:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 1.75 -3.125 5 1 2.25 -3.125 5 1 0 2 1 2 | 1 0 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 T 2 2
sphere_power_2_1 sphere:B 2 3 2 2 -3 5 1 0 0 0.125 0 0 2 -3 5 1 2 -3 5 1 2 -3.25 5 1 0 3 1 3 | 1 0 3fe6a09e667f3bcc 3fe6a09e667f3bcd 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_power_3_1 sphere:B 3 4 2 2 -3 5 1 0 0 0.125 0 0 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3.25 5 1 0 4 1 4 | 1 0 3fe965fea53d6e3c 3fe965fea53d6e3d 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_power_5_1 sphere:B 5 6 2 2 -3 5 1 0 0 0.125 0 0 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3.25 5 1 0 6 1 6 | 1 0 3febdb8cdadbe120 3febdb8cdadbe121 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_power_8_1 sphere:B 8 9 2 2 -3 5 1 0 0 0.125 0 0 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3.25 5 1 0 9 1 9 | 1 0 3fed5818dcfba487 3fed5818dcfba488 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_power_13_1 sphere:B 13 14 2 2 -3 5 1 0 0 0.125 0 0 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3.25 5 1 0 14 1 14 | 1 0 3fee56a6a7c51c5d 3fee56a6a7c51c5e 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_power_25_1 sphere:B 25 26 2 2 -3 5 1 0 0 0.125 0 0 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3 5 1 2 -3.25 5 1 0 26 1 26 | 1 0 3fef1ffd44adb52c 3fef1ffd44adb52d 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
sphere_rational_space_1 sphere:B 3 4 2 2 -3 5 1 0 0 0.125 0 0 1.875 -2.75 5 1 2.125 -3.25 5.375 2 2.25 -2.75 4.875 0.5 1.875 -3.25 5 1 0 4 1 4 | 0 0
sphere_partial_overlap_1 sphere:S 2 5 3 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5.125 1 2 -3 5.125 2 2 -2.875 5.125 1 2 -2.75 5 1 0 3 1 2 2 3 | 0 1 0000000000000000 3ff0000000000000
sphere_partial_overlap_1_trim sphere:ST 2 5 3 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5.125 1 2 -3 5.125 2 2 -2.875 5.125 1 2 -2.75 5 1 0 3 1 2 2 3 0.25 0.75 | 0 1 3fd0000000000000 3fd0000000000000 3fe8000000000000 3fe8000000000000
sphere_corner_1 sphere:S 1 3 3 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -2.875 5 1 2 -2.75 5.125 1 0 2 1 1 2 2 | 1 0 3ff0000000000000 3ff0000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 T 1 1
sphere_unclamped_1 sphere:S 2 5 8 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2.125 -3 5.125 2 2 -3.25 5 1 1.875 -3 4.875 3 2 -2.75 5 1 -2 1 -1 1 0 1 1 1 2 1 3 1 4 1 5 1 | 0 0
sphere_periodic_1 sphere:P 1 4 5 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -3 5 1 2 -3.25 5 1 2 -3 5 1 0 1 1 1 2 1 3 1 4 1 | 4 0 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1 3ff8000000000000 3ff8000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1 4004000000000000 4004000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1 400c000000000000 400c000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1
sphere_periodic_1_trim sphere:PT 1 4 5 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -3 5 1 2 -3.25 5 1 2 -3 5 1 0 1 1 1 2 1 3 1 4 1 3.5 8.5 | 6 0 400c000000000000 400c000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 B 0 1 4012000000000000 4012000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1 4016000000000000 4016000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1 401a000000000000 401a000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1 401e000000000000 401e000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1 4021000000000000 4021000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 B 1 0
cylinder_secant_0 cylinder:B 1 2 2 0 0 0 0 0 1 1 0 0 -2 0 0 1 2 0 0 1 0 2 1 2 | 2 0 3fd0000000000000 3fd0000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 3fe8000000000000 3fe8000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_secant_0_trim cylinder:BT 1 2 2 0 0 0 0 0 1 1 0 0 -2 0 0 1 2 0 0 1 0 2 1 2 0.25 0.75 | 2 0 3fd0000000000000 3fd0000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 B 0 1 3fe8000000000000 3fe8000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 B 1 0
cylinder_tangent_0 cylinder:B 1 2 2 0 0 0 0 0 1 1 0 0 -2 1 0 1 2 1 0 1 0 2 1 2 | 1 0 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 T 2 2
cylinder_tangent_0_trim cylinder:BT 1 2 2 0 0 0 0 0 1 1 0 0 -2 1 0 1 2 1 0 1 0 2 1 2 0.25 0.75 | 1 0 3fe0000000000000 3fe0000000000000 0000000000000000 0000000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 T 2 2
cylinder_outside_0 cylinder:B 1 2 2 0 0 0 0 0 1 1 0 0 -2 2 0 1 2 2 0 1 0 2 1 2 | 0 0
cylinder_inside_0 cylinder:B 1 2 2 0 0 0 0 0 1 1 0 0 -0.5 0 0 1 0.5 0 0 1 0 2 1 2 | 0 0
cylinder_constant_0 cylinder:B 2 3 2 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 0 0 1 0 3 1 3 | 0 1 0000000000000000 3ff0000000000000
cylinder_rational_arc_0 cylinder:B 2 3 2 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 2 0 3 1 3 | 0 1 0000000000000000 3ff0000000000000
cylinder_rational_arc_0_trim cylinder:BT 2 3 2 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 2 0 3 1 3 0.25 0.75 | 0 1 3fd0000000000000 3fd0000000000000 3fe8000000000000 3fe8000000000000
cylinder_generator_0 cylinder:B 1 2 2 0 0 0 0 0 1 1 0 0 1 0 -2 1 1 0 2 1 0 2 1 2 | 0 1 0000000000000000 3ff0000000000000
cylinder_power_2_0 cylinder:B 2 3 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 2 0 0 1 0 3 1 3 | 1 0 3fe6a09e667f3bcc 3fe6a09e667f3bcd 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_power_3_0 cylinder:B 3 4 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 4 1 4 | 1 0 3fe965fea53d6e3c 3fe965fea53d6e3d 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_power_5_0 cylinder:B 5 6 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 6 1 6 | 1 0 3febdb8cdadbe120 3febdb8cdadbe121 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_power_8_0 cylinder:B 8 9 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 9 1 9 | 1 0 3fed5818dcfba487 3fed5818dcfba488 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_power_13_0 cylinder:B 13 14 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 14 1 14 | 1 0 3fee56a6a7c51c5d 3fee56a6a7c51c5e 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_power_25_0 cylinder:B 25 26 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 1 0 26 1 26 | 1 0 3fef1ffd44adb52c 3fef1ffd44adb52d 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_rational_space_0 cylinder:B 3 4 2 0 0 0 0 0 1 1 0 0 -2 0 -1 1 2 3 1 2 -2 -1 2 0.5 2 0 -1 1 0 4 1 4 | 0 0
cylinder_partial_overlap_0 cylinder:S 2 5 3 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 2 -1 1 0 1 -2 0 0 1 0 3 1 2 2 3 | 0 1 0000000000000000 3ff0000000000000
cylinder_partial_overlap_0_trim cylinder:ST 2 5 3 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 2 -1 1 0 1 -2 0 0 1 0 3 1 2 2 3 0.25 0.75 | 0 1 3fd0000000000000 3fd0000000000000 3fe8000000000000 3fe8000000000000
cylinder_corner_0 cylinder:S 1 3 3 0 0 0 0 0 1 1 0 0 -2 0 0 1 -1 0 0 1 -2 1 0 1 0 2 1 1 2 2 | 1 0 3ff0000000000000 3ff0000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 T 1 1
cylinder_unclamped_0 cylinder:S 2 5 8 0 0 0 0 0 1 1 0 0 -2 0 0 1 0 1 1 2 2 0 0 1 0 -1 -1 3 -2 0 0 1 -2 1 -1 1 0 1 1 1 2 1 3 1 4 1 5 1 | 2 0 3ff17472c6a7d5af 3ff17472c6a7d5b0 3fea3bcd0b91d4cc 3fea3bcd0b91d4cd 3fe2532636b643e6 3fe2532636b643e7 3fe2532636b643e6 3fe2532636b643e7 C 1 1 3ffbbd388077c652 3ffbbd388077c653 3fec476fe04d233e 3fec476fe04d233f bfddf3f6a1916112 bfddf3f6a1916111 bfddf3f6a1916112 bfddf3f6a1916111 C 1 1
cylinder_periodic_0 cylinder:P 1 4 5 0 0 0 0 0 1 1 0 0 -2 0 0 1 0 0 0 1 2 0 0 1 0 0 0 1 0 1 1 1 2 1 3 1 4 1 | 4 0 3fe0000000000000 3fe0000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 3ff8000000000000 3ff8000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 4004000000000000 4004000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 400c000000000000 400c000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1
cylinder_periodic_0_trim cylinder:PT 1 4 5 0 0 0 0 0 1 1 0 0 -2 0 0 1 0 0 0 1 2 0 0 1 0 0 0 1 0 1 1 1 2 1 3 1 4 1 3.5 8.5 | 6 0 400c000000000000 400c000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 B 0 1 4012000000000000 4012000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 4016000000000000 4016000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 401a000000000000 401a000000000000 3ff0000000000000 3ff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 401e000000000000 401e000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 C 1 1 4021000000000000 4021000000000000 bff0000000000000 bff0000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 B 1 0
cylinder_secant_1 cylinder:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -3.25 5 1 0 2 1 2 | 2 0 3fd0000000000000 3fd0000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 C 1 1 3fe8000000000000 3fe8000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 C 1 1
cylinder_secant_1_trim cylinder:BT 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5 1 2 -3.25 5 1 0 2 1 2 0.25 0.75 | 2 0 3fd0000000000000 3fd0000000000000 4000000000000000 4000000000000000 c007000000000000 c007000000000000 4014000000000000 4014000000000000 B 0 1 3fe8000000000000 3fe8000000000000 4000000000000000 4000000000000000 c009000000000000 c009000000000000 4014000000000000 4014000000000000 B 1 0
cylinder_tangent_1 cylinder:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5.125 1 2 -3.25 5.125 1 0 2 1 2 | 1 0 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 c008000000000000 c008000000000000 4014800000000000 4014800000000000 T 2 2
cylinder_tangent_1_trim cylinder:BT 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5.125 1 2 -3.25 5.125 1 0 2 1 2 0.25 0.75 | 1 0 3fe0000000000000 3fe0000000000000 4000000000000000 4000000000000000 c008000000000000 c008000000000000 4014800000000000 4014800000000000 T 2 2
cylinder_outside_1 cylinder:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.75 5.25 1 2 -3.25 5.25 1 0 2 1 2 | 0 0
cylinder_inside_1 cylinder:B 1 2 2 2 -3 5 1 0 0 0.125 0 0 2 -2.9375 5 1 2 -3.0625 5 1 0 2 1 2 | 0 0
cylinder_constant_1 cylinder:B 2 3 2 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5 1 2 -3.125 5 1 0 3 1 3 | 0 1 0000000000000000 3ff0000000000000
cylinder_rational_arc_1 cylinder:B 2 3 2 2 -3 5 1 0 0 0.125 0 0 2 -3.125 5 1 2 -3.125 5.125 1 2 -3 5.125 2 0 3 1 3 | 0 1 0000000000000000 3ff0000000000000
